CustomerID,Age,Gender,Income,PurchaseFrequency,AvgSpend,ChurnRisk,Sector,TripsPerYear,LoyaltyTier,ProductCategory,AvgRating,CartAbandonRate,CreditScore,NumTransactions,MonthlyDataGB,CallMinutes
6586631a-d7bf-4d79-90ec-e942d5d970d6,60,Female,36825.83,74,1717.24,Medium,Banking,,,,,,551.0,147.0,,
68e882f2-6b5f-4ec6-a94d-e6484b36618e,30,Female,28309.4,89,378.17,Low,Retail,,,Sports,3.4,0.32,,,,
d70cd719-3585-43ea-addb-53f5e2263ad9,18,Male,75949.46,9,1057.22,High,Travel,3.0,Bronze,,,,,,,
10f4971e-8380-4e5a-8d6e-6d870f62267d,51,Female,82577.93,71,1286.17,Low,Retail,,,Electronics,3.3,0.39,,,,
52903e5a-8edc-40ba-84a5-4bceecc86f68,35,Male,124136.44,74,1509.61,High,E-commerce,,,Home,1.9,0.07,,,,
19d5f851-639e-49ed-9b82-e9ab60c2cf27,64,Female,90920.47,2,1407.28,Low,Travel,3.0,Silver,,,,,,,
43311b27-f246-444a-a78e-2c6ad605e70c,49,Other,149287.98,6,1423.92,High,Banking,,,,,,716.0,200.0,,
87a7e523-621e-4f76-bc13-ae2879120880,75,Other,30769.93,45,1293.95,Medium,Retail,,,Sports,1.3,0.34,,,,
3191ac1d-0bf0-48be-b852-49a7471636d2,56,Female,122201.28,27,1222.5,Low,Telecom,,,,,,,,5.95,185.0
e9a19c04-b2f5-4dae-a96f-17238614940a,77,Male,123414.18,62,406.94,Medium,Telecom,,,,,,,,43.66,2582.0
1c04ea91-3627-4ad4-97d8-74fe321bd6d7,53,Male,23431.8,78,736.56,Medium,Telecom,,,,,,,,34.03,692.0
abd79bcb-22e1-4d35-bf88-ba64e101e2d8,42,Other,33481.34,99,1617.81,Medium,Telecom,,,,,,,,35.6,1535.0
576fdc0b-4d35-4a34-9135-94b7a5058345,31,Other,89250.06,53,1920.28,Medium,Retail,,,Electronics,1.3,0.2,,,,
6d7a1fdc-456a-4c3c-b400-3cd2426af7bc,38,Male,135101.14,32,520.31,High,Banking,,,,,,513.0,112.0,,
2f56d903-66c7-42fe-96bf-f3c35527c2e6,53,Female,100959.34,7,676.66,Medium,E-commerce,,,Home,2.9,0.29,,,,
dff6f63f-4ba9-4276-8c65-fa626443e7ea,65,Male,140131.46,70,898.36,High,Retail,,,Home,2.5,0.38,,,,
cfb1a14e-d458-4ce4-a8a7-6926227d1437,24,Other,110743.12,74,1158.58,High,Telecom,,,,,,,,5.97,888.0
e80d05fc-a691-465c-b22d-ec702d7d6de0,56,Other,147519.25,95,1925.14,High,Travel,9.0,Gold,,,,,,,
67cd7297-6995-4451-b931-ecc1b59c3013,30,Male,79747.46,10,327.64,High,Retail,,,Electronics,1.3,0.42,,,,
fb027b79-b226-485b-a9f1-475e9bcf6102,45,Other,135601.27,90,413.85,High,Retail,,,Electronics,2.6,0.08,,,,
57923a07-5377-4e81-95b8-fcead8268d70,77,Other,113580.09,23,1316.72,Medium,E-commerce,,,Fashion,2.1,0.21,,,,
c3097986-b0cc-4b56-a453-e7b0be843bf7,77,Other,92023.7,80,162.01,High,Travel,1.0,Gold,,,,,,,
de29cb49-0a07-4744-98d4-82687c99fd27,74,Male,122694.62,78,466.63,Low,Retail,,,Beauty,2.4,0.28,,,,
d4490e3a-2cc1-47bd-b457-77aa7e3c6353,36,Other,30483.12,4,914.85,Low,E-commerce,,,Beauty,4.6,0.07,,,,
450103ab-d1b2-4440-ae53-e999380d229a,52,Female,95536.39,96,1829.27,Medium,E-commerce,,,Sports,2.2,0.23,,,,
58b46c0b-7fc5-48b3-a4e1-ed7878acc24d,70,Male,64067.18,63,1600.11,Low,Retail,,,Beauty,2.4,0.45,,,,
b321c905-9107-48cc-861d-13ad7e4f88e9,58,Other,26419.69,22,1023.79,High,Travel,2.0,Platinum,,,,,,,
dade3e62-3cdd-48f0-8059-22bb97cb488f,71,Male,130018.54,12,1441.24,Low,Retail,,,Home,1.8,0.45,,,,
f038601e-3194-41b4-b844-51d902e629ed,29,Male,26392.99,73,1295.68,Medium,Travel,6.0,Bronze,,,,,,,
f829727e-6ed1-4cd3-be9f-c11449edec4b,45,Other,75912.51,99,542.12,Medium,Telecom,,,,,,,,30.77,1372.0
16ceb13a-d459-482b-8820-392489a67298,49,Female,126668.11,59,1189.28,Medium,Retail,,,Fashion,4.2,0.44,,,,
adcab315-c2f4-4f1d-9beb-5e61c7b3559a,50,Female,44023.74,70,659.98,High,E-commerce,,,Sports,1.6,0.38,,,,
8c13812a-1e7c-47ce-b039-44b98729ef87,64,Other,121628.2,59,1592.55,Medium,Banking,,,,,,647.0,16.0,,
c5daf432-2c3b-4f24-9678-d74bd96608a6,38,Other,84331.08,63,1238.14,Medium,Travel,9.0,Silver,,,,,,,
f3b2fa5f-8fcd-4643-b15a-b291d5b0f17b,38,Other,98725.8,4,1376.72,Medium,E-commerce,,,Electronics,3.2,0.08,,,,
01c787ff-95b5-4889-94cb-39f5538808ff,26,Other,23877.78,44,981.17,High,Travel,15.0,Platinum,,,,,,,
f6fe8aa0-5a1a-4e97-a9d6-85bad2489295,41,Male,23962.63,100,11.69,Low,E-commerce,,,Home,1.5,0.08,,,,
be4fa7b7-e53c-4b25-b915-121397dc83e4,47,Other,50472.35,75,187.61,High,Retail,,,Sports,4.8,0.08,,,,
d198cb45-edcf-4370-b6d2-0ede69dcc22f,29,Female,36978.72,78,1301.73,Low,Banking,,,,,,304.0,98.0,,
50307abe-c7c5-491b-8346-2a9fec612fe5,69,Female,115655.42,11,302.93,Medium,Telecom,,,,,,,,30.48,161.0
4a68f7ba-ffe1-41bd-9023-4f2a8c980984,79,Male,58055.37,38,510.29,High,E-commerce,,,Fashion,4.8,0.32,,,,
857b9723-c82e-40a5-8f05-e1682e8ad27a,65,Other,132104.65,89,309.63,High,Retail,,,Fashion,2.9,0.25,,,,
745a293f-bad6-41a2-8dbb-9a90de3ef7b8,33,Other,23012.44,82,718.3,High,Telecom,,,,,,,,38.34,2648.0
09692db7-ee59-42f0-b574-4843861dd3d7,21,Male,66445.87,67,967.74,High,Retail,,,Fashion,2.6,0.39,,,,
4c42e9a2-bd24-441b-9919-577f49ca7298,60,Female,128062.0,97,297.51,Medium,Retail,,,Beauty,4.5,0.43,,,,
5417cce1-e62d-4818-9c1c-998ece93f86c,64,Female,31082.89,4,1150.49,Low,Telecom,,,,,,,,13.0,790.0
a53613e1-9a7b-47b8-a2b5-75b20def4031,27,Female,133729.2,6,1462.89,High,Travel,13.0,Bronze,,,,,,,
320246c9-a412-47b9-89cc-3d1877ecb497,42,Male,82935.03,60,1125.1,High,Telecom,,,,,,,,11.22,1144.0
ac8074ea-a928-4dde-97e1-f7af5bd262fb,67,Male,71618.05,26,720.06,Low,Travel,8.0,Bronze,,,,,,,
1042c34d-12c6-4ca2-844d-e035939e975c,51,Male,139853.9,91,30.82,High,Telecom,,,,,,,,3.37,2006.0
12ccba10-085a-4c80-b665-0db6022c58e5,36,Male,45772.03,60,60.59,High,Telecom,,,,,,,,44.62,1069.0
49284917-d616-4c27-8ae9-802465f5ce14,42,Male,98591.5,60,1820.84,High,Banking,,,,,,365.0,29.0,,
814e1eec-d098-4a48-9754-4666ea84a15d,70,Male,80087.07,10,629.84,High,E-commerce,,,Home,4.6,0.25,,,,
4be9303b-74aa-4017-a422-9d5dec0b0c41,80,Other,66075.35,19,769.41,High,E-commerce,,,Electronics,1.0,0.26,,,,
87b71e18-ef76-4236-94ed-0a8d96e4aaa2,63,Female,26299.15,1,1158.65,High,Retail,,,Electronics,2.0,0.24,,,,
1f756c3f-b91e-4028-b2a7-9e11b30d6819,33,Female,148323.07,86,466.3,Medium,E-commerce,,,Beauty,1.2,0.39,,,,
b6209413-9bdc-4c8c-82c8-837fa6eb9d8e,33,Other,138380.67,91,1054.85,High,Banking,,,,,,612.0,37.0,,
26ecae52-2799-4af7-b1ab-eba3fb92d487,25,Male,22798.58,1,617.85,Medium,Banking,,,,,,476.0,139.0,,
ecbf68cc-65f9-4785-b73f-47f24dd1dc75,75,Other,110103.33,48,230.6,Low,Retail,,,Fashion,2.3,0.35,,,,
97c19653-8e81-43ed-9851-be9335400e0e,45,Male,110514.92,60,1362.21,Medium,Travel,12.0,Silver,,,,,,,
704aa817-2d6a-4f80-915c-f9c51bbeda97,39,Male,113848.33,80,387.63,High,Retail,,,Sports,1.9,0.39,,,,
91eaf881-d865-428b-8f4b-d96d2fffe9a0,78,Male,28479.86,86,1124.84,Low,Banking,,,,,,364.0,75.0,,
707eac37-c515-4af3-a688-913ef723d48e,68,Other,123386.62,94,255.38,Low,E-commerce,,,Electronics,3.7,0.39,,,,
7bc27321-2896-4298-8f89-590d17ffb236,36,Female,110561.97,65,1144.75,Medium,Banking,,,,,,817.0,179.0,,
4938a2f7-3df8-41b5-a49d-c3d30bdd60e8,56,Other,149325.94,86,454.7,Medium,Retail,,,Sports,3.9,0.1,,,,
d5661978-6bab-40ee-aad7-c861588138eb,38,Male,107228.97,42,1442.37,Low,Telecom,,,,,,,,49.36,1609.0
c6a98c09-0038-412d-8d29-9a012dae3877,43,Female,87846.23,6,1465.56,Low,Telecom,,,,,,,,34.53,1796.0
307fb2df-bee9-41fb-99b6-c2abe63c51bf,54,Male,50207.34,17,1421.48,Medium,Banking,,,,,,514.0,133.0,,
951de41e-78af-4456-8060-76cbccc18d71,19,Male,78543.23,75,558.69,Medium,Retail,,,Home,2.5,0.29,,,,
91496b0f-5e2b-490b-8444-75dc891639e3,60,Other,75084.02,57,749.49,Low,E-commerce,,,Beauty,2.9,0.05,,,,
c77e75cb-bb9e-4032-a5c1-668e23a2814b,46,Male,54433.95,76,1919.05,High,Travel,1.0,Platinum,,,,,,,
2fefc9d6-348b-490b-a56b-6cf7a568af62,67,Other,149326.97,39,561.6,Medium,E-commerce,,,Electronics,3.4,0.1,,,,
94e60ed9-d8f5-4a0a-aada-ca413aae942a,27,Male,81014.08,76,1822.24,High,E-commerce,,,Sports,2.4,0.43,,,,
159f1a92-89e8-45ae-ab56-1877d6883f7b,55,Female,138634.88,52,1654.54,High,Banking,,,,,,756.0,150.0,,
99af96a4-5cfe-4390-8b17-5b480b18c9ae,21,Other,34398.85,42,1438.12,High,Telecom,,,,,,,,47.66,1013.0
b929075b-7217-449d-b9a3-d5a4e00ee99e,39,Other,60534.21,7,1548.52,Low,Banking,,,,,,478.0,89.0,,
26e7aad9-1cd8-41e6-89bd-bb5a9a5167a9,41,Other,135152.38,71,1451.5,High,Retail,,,Sports,1.8,0.23,,,,
315f0bee-b381-4083-9877-81212b575cc9,27,Female,56338.31,97,1824.16,High,Retail,,,Fashion,3.6,0.3,,,,
c4c536c9-8d9d-4bda-b68e-3842d984be8f,19,Other,64714.9,89,1070.43,Low,Banking,,,,,,608.0,87.0,,
c761f62f-d30d-4689-a525-0b1d0cf83331,45,Other,38232.11,76,823.22,Low,Telecom,,,,,,,,26.14,1504.0
5f94092f-6b75-4e1d-91e6-769557f4aac0,33,Other,106942.34,36,677.58,High,E-commerce,,,Fashion,4.8,0.16,,,,
4c925756-e751-4c55-a134-74beb029b559,78,Female,85616.25,79,1070.18,Low,Telecom,,,,,,,,9.88,2498.0
d59a39fc-1fcd-4ccf-aeea-4a7c00442a3b,25,Female,92931.59,41,1224.53,High,Travel,8.0,Platinum,,,,,,,
247b0521-0d2f-4d4f-a5c1-2bf6315f7cb8,67,Female,96973.01,29,1268.41,Low,Retail,,,Fashion,2.5,0.35,,,,
e594145c-ebac-46a4-89ce-5db4d88778e4,37,Male,97741.4,23,1523.54,High,Retail,,,Electronics,2.6,0.06,,,,
9ebdf47a-47f9-40e7-952b-3c6959e254ba,77,Female,84590.45,52,1109.27,High,Banking,,,,,,721.0,12.0,,
bc24946d-6980-4811-afe3-49e67ed2b641,36,Other,33100.55,82,1441.0,High,Banking,,,,,,401.0,142.0,,
731e0b47-cc6c-4ed9-a3fc-18d7d9ad9829,37,Female,129515.27,30,1646.86,Medium,E-commerce,,,Home,2.1,0.41,,,,
5f07536d-4458-4973-b5fc-4556fa19c3d8,65,Female,43822.49,69,663.22,Medium,Travel,3.0,Bronze,,,,,,,
b4ce6936-43ea-47a9-9b9d-a03cfde25908,40,Other,134274.28,98,1178.95,Low,E-commerce,,,Home,2.2,0.48,,,,
8aa62a66-1076-418a-ae24-fd4d062acafb,50,Other,23892.71,26,1217.4,Medium,E-commerce,,,Beauty,4.3,0.01,,,,
ef264d2f-f08c-47da-a854-35ce8de89a14,33,Other,126944.56,38,663.48,High,E-commerce,,,Sports,2.6,0.14,,,,
2f8aeb7a-22f2-48b2-b544-8e7c1e019d2b,43,Male,119545.87,98,827.95,Low,Banking,,,,,,343.0,136.0,,
3ee0b2bf-d92a-4faf-95d6-3556610e0511,67,Female,95243.32,9,472.04,Medium,E-commerce,,,Electronics,1.8,0.06,,,,
fc8c4837-7293-4757-945a-a60803aa6659,66,Other,65350.15,84,1887.08,High,Travel,13.0,Silver,,,,,,,
f44b611c-38eb-4725-84ff-447a36af31a2,42,Female,135405.0,71,20.25,Low,Banking,,,,,,624.0,168.0,,
375602ae-d38c-47aa-8438-53eac066f747,68,Male,104203.09,17,1678.8,Low,E-commerce,,,Fashion,4.0,0.01,,,,
884d6ab8-6c02-4789-98c8-c412b46957cc,75,Female,130028.76,92,1854.4,Low,Travel,3.0,Platinum,,,,,,,
ee6f62ab-ff72-4f74-af5d-d2193ec63ddf,20,Other,71765.95,34,1106.55,Medium,E-commerce,,,Home,3.3,0.07,,,,
8b88463c-afa7-4f14-bc0a-3802256dfa82,45,Female,61251.03,68,70.43,Low,Travel,15.0,Platinum,,,,,,,
cb08b937-0260-4f15-9dcb-9b3d2fe23870,30,Male,149335.38,48,1258.51,Medium,Travel,8.0,Bronze,,,,,,,
8894b065-a2db-4525-9612-9a84028908d9,31,Female,134549.16,20,953.25,Medium,Travel,13.0,Gold,,,,,,,
83cda5b3-b242-4317-9ced-36e6b703829e,35,Female,108319.36,4,94.36,Low,Travel,8.0,Bronze,,,,,,,
67d31b87-b967-42d6-94a3-3379b07b079d,44,Other,31035.23,67,1360.62,High,Travel,9.0,Silver,,,,,,,
482649a5-e928-4439-a3b1-7225db67403d,56,Male,33051.55,70,123.62,Medium,Retail,,,Fashion,4.2,0.31,,,,
c80bc553-224e-4452-a502-e33061973c5e,24,Male,31418.47,69,261.14,Low,Telecom,,,,,,,,10.79,359.0
c2bba903-b466-4102-b3b8-b16982037a79,74,Male,20191.02,90,1037.93,High,E-commerce,,,Sports,4.7,0.48,,,,
a8523668-2627-40b3-8e5a-dc6d5c514850,18,Other,88413.6,49,1254.82,Low,Banking,,,,,,520.0,30.0,,
cdd730d2-5919-4b75-8e88-a85de74a3243,63,Female,133414.98,34,272.43,Medium,Telecom,,,,,,,,26.22,1846.0
e24b2ec8-123f-422e-9e43-2fc74f47eb76,38,Male,52638.14,19,1492.16,High,Travel,4.0,Platinum,,,,,,,
82f175a9-fe6c-43af-8b2a-f15e23c39739,36,Other,143669.09,50,1626.36,Low,Travel,2.0,Platinum,,,,,,,
07fd26fa-4895-4c22-a79c-9541eef6357c,27,Female,110590.15,45,1717.69,Low,E-commerce,,,Electronics,1.9,0.23,,,,
3ac5ca14-7940-4c94-b978-307b5192ad76,39,Other,56478.38,4,107.49,High,Travel,13.0,Bronze,,,,,,,
f43f029c-eacd-44ff-b0a2-3161666b7646,63,Other,24796.03,81,1021.46,High,Retail,,,Beauty,3.7,0.38,,,,
d7851ff6-7515-4e55-a908-158b3f85cd2e,18,Male,33841.24,4,1977.89,Low,Travel,11.0,Platinum,,,,,,,
999dfd1b-4cd7-42fe-ab5e-8199ee53ba5c,41,Male,30949.65,76,1066.22,Medium,Banking,,,,,,375.0,10.0,,
e0565124-328b-48ea-9c84-3b555e7d2754,35,Female,77913.0,69,840.79,Medium,Travel,6.0,Silver,,,,,,,
7f4f3130-f9b9-4d87-ae8a-c136d24e34cd,51,Female,59381.56,55,1547.87,Medium,Banking,,,,,,549.0,117.0,,
1d81a845-f9b2-42c4-9c2e-6a6b37fbd566,58,Male,107548.49,98,871.89,Low,Retail,,,Fashion,2.3,0.29,,,,
7b936893-59c5-4073-827e-40b82de4fc91,62,Female,26211.22,48,750.09,High,Telecom,,,,,,,,11.75,481.0
b15a0312-ea9e-4f21-9db6-2e2730e00815,56,Male,20304.28,31,745.4,High,Travel,4.0,Platinum,,,,,,,
a55d1431-4135-4d17-801f-4ac7db9f3472,34,Other,90888.88,69,384.36,High,Banking,,,,,,837.0,104.0,,
61f6729a-a01a-45a0-8f29-b362c20de477,37,Female,39095.03,80,857.73,Medium,Retail,,,Beauty,1.0,0.42,,,,
75ab866e-47fe-42e2-8461-6aa1b601ec92,25,Male,46097.41,4,482.55,Medium,Retail,,,Home,2.1,0.25,,,,
159338d5-1cf9-43cc-a2ed-569b9fddf3ef,44,Other,129990.15,31,411.31,High,E-commerce,,,Sports,3.1,0.1,,,,
8d69f9d4-2de5-4f26-87b0-f379df04caca,36,Other,97601.27,74,1386.62,High,Travel,11.0,Silver,,,,,,,
c6c56e5f-c474-46ee-8e87-1a5bfeae11d1,38,Male,121997.74,19,1939.23,Low,Telecom,,,,,,,,12.27,192.0
ac52a445-c62a-4803-8f53-ee8134001560,73,Female,22659.37,28,1547.43,Medium,Travel,10.0,Platinum,,,,,,,
774e3ff4-fa13-4a05-8fa0-18b4d2fb772b,22,Male,131338.63,87,1315.12,Low,E-commerce,,,Home,4.3,0.22,,,,
fe74c356-2adf-47d6-82c7-b0a10b4d1f96,23,Female,61328.29,68,1234.81,Medium,E-commerce,,,Sports,1.1,0.47,,,,
f0bae850-ae59-46b9-bbb3-52ddafd7e413,62,Other,81280.73,12,636.28,High,Telecom,,,,,,,,39.54,152.0
d277f77a-e56e-45f6-a424-d6c973ad99b2,53,Female,143423.16,68,1844.19,Low,Retail,,,Electronics,2.3,0.26,,,,
cec5bc69-32ca-43d3-bec6-bcd12fd2149d,66,Female,133640.3,45,1646.88,Low,Banking,,,,,,412.0,22.0,,
faa70dbf-3393-40cb-bef5-fd421908d7d6,66,Male,86659.89,73,1579.32,Medium,E-commerce,,,Beauty,2.7,0.05,,,,
15d4c12a-4860-43e3-8358-51901826332f,25,Male,76176.74,41,1011.78,High,Telecom,,,,,,,,17.84,1864.0
7a0ffdf7-bd5f-4192-a533-be81547ccad8,19,Female,95911.02,67,1498.62,Low,Travel,14.0,Silver,,,,,,,
0f17a450-1103-4473-8f91-7ec79360ff58,44,Male,32048.69,50,1271.57,High,E-commerce,,,Home,3.7,0.16,,,,
64106733-cfaf-47e2-90a5-943ed206e48a,36,Other,99273.48,38,1902.67,High,Telecom,,,,,,,,42.53,2033.0
a6603770-4ec3-497e-bb11-7389a2584a1a,48,Female,61490.14,5,412.25,Medium,Travel,0.0,Gold,,,,,,,
8b783600-69f8-4cf6-813b-f0a99a937c7b,33,Other,81309.73,30,181.33,Medium,Retail,,,Home,3.5,0.04,,,,
3badae12-4827-40b6-97ac-4911263ca48f,78,Other,147170.99,4,1998.58,Medium,Banking,,,,,,603.0,163.0,,
37f136bf-30c7-4323-acb6-5a36b88ddb35,47,Other,147715.96,71,681.78,High,Travel,10.0,Platinum,,,,,,,
cd94a76d-d3e5-45c2-b68c-be59017b4dd4,64,Male,126371.73,74,803.94,High,Travel,7.0,Silver,,,,,,,
dc723a04-73ae-4ef9-b43e-e5c059dcc6b1,30,Male,79174.5,76,469.5,High,E-commerce,,,Fashion,3.2,0.4,,,,
710f1570-4209-47a8-8509-5ae1e50ccbd4,35,Female,80463.42,63,98.23,Medium,Retail,,,Beauty,5.0,0.35,,,,
5212dda2-1723-45bb-a3da-fcf86c35ba3b,59,Male,104611.69,16,976.83,Medium,E-commerce,,,Home,2.5,0.16,,,,
93a1f859-7d58-4f20-a59e-bb97d8f585e2,60,Female,37965.46,67,228.86,Medium,Travel,7.0,Silver,,,,,,,
95c0f2c4-4a8b-487e-baa1-a2295ac8a488,20,Male,42575.56,28,675.03,High,Telecom,,,,,,,,44.28,2348.0
036af82e-9b35-404a-b43f-3080fd4da01c,18,Other,33036.77,9,16.12,Low,Travel,10.0,Platinum,,,,,,,
7e95a228-c725-474f-91e2-238ffdbadd85,71,Other,47670.44,63,141.27,Low,Travel,4.0,Silver,,,,,,,
c527a5c7-61c6-4de2-88a3-189dafecf349,30,Other,80999.66,19,1053.81,Medium,E-commerce,,,Beauty,5.0,0.07,,,,
86149fbc-729d-4042-94af-0ea611ebe7f8,76,Other,113546.45,51,169.58,Low,Travel,1.0,Silver,,,,,,,
b5739054-8692-4d33-b822-bdc07d15af3d,18,Other,30268.16,8,887.09,Medium,Retail,,,Sports,3.3,0.33,,,,
8c7aee95-1117-4ed9-9872-0652e739d7af,34,Male,120228.52,13,1517.14,Low,E-commerce,,,Beauty,1.5,0.41,,,,
baec50e9-8166-4cff-97cd-cc082a5d1149,52,Male,80770.25,38,699.74,Medium,Travel,7.0,Gold,,,,,,,
cd4012a3-0d77-4ca9-93df-152a7b10ae75,41,Other,49648.03,77,1646.64,High,Travel,6.0,Platinum,,,,,,,
1e157987-bcb6-4385-9c90-dfba5625dcfe,24,Male,20226.82,12,1922.19,Medium,E-commerce,,,Electronics,5.0,0.23,,,,
9ac42408-58b6-4253-9628-23accdc72723,71,Male,53405.41,34,1472.63,High,Retail,,,Home,1.4,0.11,,,,
